"ID"	"Gender"	"Age"	"Org_type"	"Role"	"info_work"	"info_org"	"info_vision"	"info_change"	"info_intracomm"	"info_mgmttrust"	"info_mgmttocow"	"info_cowtomgmt"	"org_openmind"	"org_intracommtrust"	"org_participation"	"org_gossip"	"org_discuss_mediaimage"	"org_discuss_news"	"org_discuss_meetings"	"org_email"	"org_discuss_socmedia"	"org_discuss_consumer"	"cow_com_dialogue"	"cow_com_criticism"	"cow_com_feedback"	"cow_com_checkinfo"	"cow_com_speakwell"	"rarversioncow_com_responsibility"	"extcomm"	"femcomm_performance"	"femcomm_mgmt"	"femcomm_opportunity"	"femcomm_support"	"femcomm_barriers"	"publicimage_competence"	"publicImage_responsibility"	"publicImage_openess"	"publicImage_efficiency"	"publicImage_credibility"	"publicImage_visibility"	"stakeholderimage_competence"	"stakeholderimage_responsibility"	"stakeholmderimage_openess"	"stakeholderimage_efficiency"	"stakeholderimage_credibility"	"stakeholderimage_visibility"	"mediaimage_correct"	"mediaimage_fair"	"mediaimage_nuance"	"socialmediaimage_correct"	"socialmediaimage_fair"	"socialmediaimage_nuance"	"mediaimage_feeling"	"mediaimage_workeffect"	"mediaimage_importance"	"mediaimage_reactions"	"mediaimage_fakenews"
3971	2	1952	2	2	4	4	3	3	1	3	3	2	4	3	3	3	3	3	4	3	2	3	4	5	4	5	3	2	2	NA	NA	NA	NA	NA	4	4	3	4	4	4	4	4	4	4	4	4	3	4	4	NA	NA	NA	2	2	2	3	4
3972	1	1979	2	2	4	4	4	4	4	4	1	1	5	5	5	NA	NA	NA	1	1	1	5	5	5	5	5	NA	NA	5	NA	NA	NA	NA	NA	2	2	4	2	2	5	4	4	4	4	4	4	2	2	2	NA	NA	NA	NA	NA	NA	1	4
3973	2	1967	2	2	3	3	NA	3	1	1	3	NA	5	3	4	NA	3	2	3	3	3	5	5	5	4	5	1	3	3	NA	NA	NA	NA	NA	2	2	3	2	1	3	3	2	3	2	1	2	3	3	3	NA	NA	NA	3	3	3	5	NA
3974	2	1956	2	2	1	4	3	1	1	NA	5	4	4	5	3	4	4	4	4	4	NA	4	4	5	NA	5	5	NA	5	NA	NA	NA	NA	NA	4	4	4	2	4	NA	5	5	NA	5	5	3	2	2	2	NA	NA	NA	4	3	NA	2	5
3975	2	1975	2	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	3	5	4	2	5	5	5	5	4	3	4	5	2	1	1	1	1	1	1	1	4	4	5
3976	1	1963	2	2	4	4	4	2	1	4	NA	NA	5	5	5	NA	1	1	1	5	1	5	5	5	5	5	4	5	NA	NA	NA	NA	NA	NA	5	4	4	5	3	5	2	2	2	2	2	2	4	NA	NA	NA	NA	NA	1	3	4	3	3
3977	2	1974	2	2	2	5	4	5	2	4	NA	NA	4	3	2	5	4	2	4	3	3	4	4	5	4	4	2	4	NA	NA	NA	NA	NA	NA	5	5	3	4	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	3	3	3	3	3
3978	2	1965	2	2	5	5	4	4	4	5	NA	NA	4	4	5	NA	1	5	4	4	3	5	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	4	5	4	4	5	5	5	4	5	4	5	5	4	4	4	4	4	4	NA	NA	3	3	3
3979	2	1958	2	2	3	3	4	2	2	1	5	1	5	2	3	4	3	3	2	3	2	4	4	4	4	5	3	3	3	NA	NA	NA	NA	NA	2	4	1	NA	2	5	4	NA	5	4	NA	5	3	3	4	NA	NA	NA	2	2	5	4	4
3980	1	1970	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	4	5	NA	5	3	5	4	4	4	4	4	5	5	2	4	2	2	NA	2	3	NA	5	5
3981	2	1984	2	2	4	4	4	2	1	2	5	3	3	2	4	5	5	5	3	2	1	4	5	5	5	4	4	5	5	NA	NA	NA	NA	NA	3	3	4	3	2	5	3	3	4	3	2	5	5	5	4	4	4	3	2	2	4	4	5
3982	2	1956	2	1	4	3	4	2	3	3	NA	NA	2	4	2	5	2	3	3	4	2	3	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	5	4	5	5	5	5	5	NA	4	5	4	2	2	4	3	2	3	3	5	2	5
3983	1	1974	2	1	4	5	2	2	2	2	5	2	2	2	2	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2	2	3	2	2	3	NA	NA	NA	NA	NA	NA	2	2	2	NA	NA	NA	2	2	4	3	5
3984	2	1964	2	2	4	4	4	4	4	4	4	4	4	4	5	4	3	5	4	4	5	3	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	NA	4	4	4	4	4	4	4	4	4	3	3	3	2	3	3	3	3
3985	2	1960	2	2	5	4	5	4	4	4	1	1	4	4	4	5	5	4	3	4	4	4	5	4	4	5	5	5	4	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	4	4	5	5	4	4	4	2	2	2	5	4	5	4	5
3986	1	1954	2	2	5	5	4	4	4	4	2	2	4	5	4	2	4	4	2	3	3	5	5	4	5	5	4	5	5	NA	NA	NA	NA	NA	4	5	4	4	5	5	4	5	4	4	5	5	5	5	4	4	4	4	2	2	4	3	4
3987	1	1957	2	2	5	5	5	5	4	5	NA	1	5	5	5	1	4	4	5	4	NA	5	5	4	5	5	4	5	5	NA	NA	NA	NA	NA	5	5	5	4	5	5	5	5	5	4	4	5	NA	4	4	NA	NA	NA	3	3	4	4	5
3988	1	1957	2	2	4	4	4	3	3	4	NA	NA	2	5	3	2	4	4	5	4	3	5	3	4	3	4	4	3	5	NA	NA	NA	NA	NA	4	4	4	3	4	4	5	4	4	5	5	5	4	4	2	NA	NA	NA	2	3	5	4	4
3989	2	1964	2	2	5	5	4	4	3	4	NA	NA	4	4	4	2	3	4	3	2	2	3	5	5	4	5	4	4	4	NA	NA	NA	NA	NA	5	5	4	4	4	4	5	5	5	4	5	5	5	NA	4	NA	NA	NA	3	3	5	2	3
3990	1	1957	2	2	4	5	5	4	4	5	NA	NA	4	5	5	4	4	3	4	4	2	4	4	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	4	4	4	4	4	NA	NA	NA	NA	NA	NA	4	3	2	NA	NA	NA	3	3	5	2	3
3991	2	1959	2	2	4	4	4	2	2	4	5	2	4	4	4	4	2	2	4	4	2	2	5	4	4	5	5	5	4	NA	NA	NA	NA	NA	4	4	2	4	2	5	NA	NA	NA	NA	NA	NA	4	4	3	NA	NA	NA	4	2	4	5	5
3992	2	1956	2	2	5	4	3	3	3	3	4	1	3	4	5	4	3	3	1	2	2	3	4	4	4	4	4	3	3	NA	NA	NA	NA	NA	4	4	NA	4	4	3	4	4	NA	4	4	3	4	4	4	NA	NA	NA	3	3	3	2	4
3993	1	1969	2	3	4	4	4	2	NA	5	NA	NA	2	5	4	NA	4	4	3	4	2	2	5	4	4	5	4	5	4	2	NA	NA	NA	4	4	4	5	4	4	5	4	5	4	4	5	5	4	4	2	4	2	2	4	3	4	2	5
3994	1	1980	2	1	2	2	5	3	1	3	3	3	4	4	5	5	5	4	3	1	2	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	1	1	3	5	5	5	1	1	2	4	4	4	4	NA	NA	NA	3	2	5	4	4
3995	2	1979	2	2	4	3	5	2	2	3	4	NA	1	4	3	4	2	3	2	2	1	4	4	3	4	4	3	3	4	NA	NA	NA	NA	NA	4	3	2	4	4	4	4	5	3	5	4	4	4	4	3	NA	NA	NA	2	3	4	4	3
3996	2	1960	2	2	2	3	2	1	1	1	5	1	1	3	4	5	5	5	5	2	4	5	5	4	5	5	2	NA	4	NA	NA	NA	NA	NA	4	4	3	2	2	NA	4	5	2	4	4	4	4	4	4	NA	NA	NA	2	2	5	4	3
3997	1	1955	2	2	5	4	4	2	1	4	NA	NA	4	4	4	2	3	3	4	3	2	4	5	4	5	5	5	5	3	NA	NA	NA	NA	NA	5	5	4	4	5	2	5	4	2	4	4	2	4	4	4	NA	NA	NA	4	2	4	4	4
3998	2	1951	2	2	4	1	2	2	2	3	5	4	4	1	1	3	1	2	3	1	1	1	4	3	3	4	2	2	3	NA	NA	NA	NA	NA	3	3	2	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	2	2	5	4	4
3999	2	1960	2	2	4	3	2	2	2	4	NA	NA	4	5	2	3	1	1	1	3	1	2	2	2	4	4	4	2	3	NA	NA	NA	NA	NA	3	2	3	2	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4000	2	1981	2	2	2	2	5	2	1	1	5	1	1	1	4	3	5	4	1	1	1	4	4	5	4	4	1	4	5	NA	NA	NA	NA	NA	2	2	3	4	2	5	2	3	3	3	3	5	5	4	4	5	4	4	1	1	5	4	NA
4001	2	1981	2	2	4	5	5	5	5	4	4	4	4	5	5	4	3	4	5	4	3	5	4	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	5	3	3	5	5	5	5	4	5	5	5	4	4	4	5	5	5	5	5	5	3	3
4002	1	1969	2	2	4	4	4	4	3	4	NA	NA	2	4	4	NA	2	1	3	4	3	3	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	4	4	4	2	NA	NA	4	4	4	NA	NA	NA	NA	NA	3	2	4	3	4
4003	2	1958	2	2	2	3	1	1	1	2	1	NA	1	3	4	5	5	5	5	NA	NA	NA	5	4	4	4	1	3	5	NA	NA	NA	NA	NA	2	2	1	2	3	3	2	2	2	3	3	3	4	4	4	5	5	4	1	1	5	5	3
4004	2	1955	2	1	5	4	5	3	3	4	4	3	2	4	4	4	4	4	4	4	4	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	3	4	2	2	3	3	5	5	4	4	4	4	4	4	4	NA	NA	NA	2	2	5	5	5
4005	2	1971	2	2	4	2	3	1	2	2	4	1	4	3	4	4	4	1	1	1	1	4	5	5	4	4	2	3	3	NA	NA	NA	NA	NA	4	5	4	2	4	5	5	5	4	5	5	5	5	4	4	4	4	2	2	3	5	3	4
4006	1	1968	2	1	4	2	4	2	1	2	4	2	2	4	4	4	2	2	2	4	4	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	NA	NA	NA	2	2	4	2	4
4007	2	1957	2	2	4	4	5	4	3	5	NA	NA	NA	5	4	NA	3	3	4	3	3	5	5	NA	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	NA	5	5	4	5	5	4	5	5	4	2	1	4	3	2	4	2	3	3	1	2
4008	2	1959	2	1	5	5	4	5	5	5	4	4	4	4	4	5	5	5	5	4	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	4	5	4	NA	NA	5	4	NA	5	4	5	4	5	4	4	NA	3	NA	4	4	4
4009	1	1967	2	1	4	3	5	4	2	3	3	3	2	5	3	4	4	3	3	1	2	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	3	2	2	4	4	4	3	2	4	2	4	2	2	NA	NA	NA	2	2	4	4	4
4010	2	1953	2	1	5	3	5	4	3	3	4	3	4	5	5	3	4	5	4	5	3	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	4	5	5	5	4	4	4	NA	NA	NA	4	5	5	5	5
4011	2	1962	2	2	5	4	4	4	4	5	4	4	2	4	4	4	5	4	5	4	4	5	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	4	5	4	3	4	4	4	5	4	4	5	4	4	2	2	NA	NA	NA	3	3	4	3	5
4012	1	1957	2	2	5	4	5	5	4	5	1	1	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	2	2	5	5	5
4013	1	1966	2	1	4	4	5	5	3	4	3	4	4	5	5	4	4	4	4	3	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	4	4	5	5	4	5	4	4	5	5	4	4	4	3	3	3	4	4	5	2	3
4014	2	1966	2	2	5	3	3	NA	3	4	NA	NA	4	4	4	4	2	1	1	1	1	5	4	4	4	4	4	2	4	NA	NA	NA	NA	NA	NA	5	3	3	4	4	5	5	4	4	5	4	4	4	4	3	3	3	3	3	2	2	4
4015	2	1979	2	1	5	5	4	4	4	4	4	4	5	5	5	5	5	4	4	4	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	5	2	4	4	4	4	4	4	4	NA	4	4	2	4	4	4	4	2	2	5	5	5
4016	2	1961	2	2	4	4	3	3	2	4	3	2	4	4	4	4	4	5	3	2	2	5	4	4	5	5	4	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	4	4	4	5	4	2	2	2	NA	NA	NA	2	2	5	4	5
4017	1	1968	2	2	4	3	3	4	2	NA	NA	NA	4	4	4	4	5	NA	4	5	4	4	5	4	5	4	5	4	5	NA	NA	NA	NA	NA	5	4	4	4	3	4	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	4	3	4	4	4
4018	2	1965	2	2	1	2	4	2	1	4	4	2	2	3	4	4	4	4	2	1	1	4	4	4	4	4	3	2	3	NA	NA	NA	NA	NA	2	2	3	2	3	4	3	4	4	2	3	3	2	4	4	4	4	2	2	3	3	2	3
4019	2	1968	2	2	4	4	4	5	4	4	4	4	4	5	5	3	4	5	4	4	1	5	5	5	4	5	5	5	4	NA	NA	NA	NA	NA	5	4	4	4	4	5	5	5	4	4	5	5	4	4	3	NA	NA	NA	3	3	3	2	4
4020	2	1958	2	2	NA	NA	NA	NA	NA	NA	NA	NA	2	3	4	4	4	5	5	4	3	5	5	5	4	4	3	2	5	NA	NA	NA	NA	NA	4	4	4	5	4	4	NA	NA	NA	NA	NA	NA	4	NA	4	NA	NA	NA	3	3	4	4	5
4021	2	1975	2	2	4	4	3	2	2	3	3	1	5	4	3	2	2	2	2	2	1	3	4	4	3	4	4	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	5	5	4	4	4	4	5	5	5	4	4	2	3	2	2	3	5	3	4
4022	2	1958	2	2	4	5	5	4	2	4	2	3	4	5	4	NA	4	5	3	1	1	2	5	5	5	5	4	4	5	NA	NA	NA	NA	NA	4	4	4	2	4	4	5	5	5	5	5	4	4	4	2	NA	NA	NA	2	4	5	3	5
4023	2	1964	2	2	4	3	4	4	4	5	2	2	5	5	5	1	3	3	4	5	4	5	5	5	4	5	4	NA	NA	NA	NA	NA	NA	NA	4	4	2	2	3	4	3	4	2	NA	4	4	4	4	4	NA	NA	NA	3	3	3	2	NA
4024	1	1957	2	2	4	4	4	4	2	2	5	3	1	5	2	4	5	4	5	2	1	5	5	5	5	5	2	5	NA	NA	NA	NA	NA	NA	4	4	4	4	NA	NA	4	4	4	4	4	4	2	2	2	4	4	4	1	1	4	5	5
4025	2	1954	2	2	2	2	2	1	1	2	4	1	3	3	4	4	5	4	5	1	1	3	4	NA	5	5	3	3	NA	NA	NA	NA	NA	NA	1	2	2	2	2	2	NA	NA	NA	2	2	2	4	4	4	NA	NA	NA	1	3	NA	3	3
4026	1	1987	2	2	4	3	4	4	4	4	5	2	NA	4	4	4	2	2	3	4	3	3	5	NA	4	3	4	4	4	NA	NA	NA	NA	NA	NA	3	3	4	4	5	3	3	3	3	3	3	4	4	3	4	4	4	NA	3	3	3	3
4027	2	1979	2	1	4	4	3	4	2	3	2	4	2	4	1	5	5	2	2	2	2	2	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	4	3	4	4	3	4	5	4	4	4	3	4	2	2	2	2	2	3	3	5	2	5
4028	1	1964	2	2	5	5	4	3	4	5	NA	1	5	5	5	4	NA	1	4	NA	3	4	5	4	4	4	3	5	NA	NA	NA	NA	NA	NA	3	3	3	4	4	4	5	4	4	4	4	4	NA	NA	NA	NA	NA	NA	3	NA	5	1	2
4029	2	1961	2	2	5	4	5	5	4	4	NA	NA	5	5	5	NA	4	5	5	NA	NA	5	5	NA	5	5	5	5	NA	NA	NA	NA	NA	NA	5	5	5	5	5	4	5	5	5	5	5	4	4	4	4	NA	NA	NA	3	2	4	5	5
4030	2	1988	2	2	4	2	3	2	3	3	NA	3	3	4	1	1	1	1	1	1	1	4	4	4	2	4	3	3	NA	NA	NA	NA	NA	NA	2	4	4	4	4	5	4	5	5	5	5	5	5	5	5	NA	NA	NA	3	3	4	1	4
4031	1	1957	2	2	4	2	3	2	4	3	4	2	2	4	4	4	4	4	4	4	3	3	4	4	3	4	4	4	4	NA	NA	NA	NA	NA	3	3	4	4	4	4	NA	NA	NA	NA	NA	NA	2	2	2	NA	NA	NA	3	3	1	2	4
4032	2	1959	2	2	2	2	1	1	1	4	NA	1	1	3	1	3	4	3	1	3	1	2	4	5	5	5	4	NA	5	NA	NA	NA	NA	NA	2	2	3	2	2	5	5	5	5	5	4	5	3	4	4	4	4	3	2	NA	3	4	4
4033	2	1966	2	2	2	4	4	3	2	4	NA	NA	4	4	2	4	3	3	4	2	2	4	5	4	4	4	3	2	5	NA	NA	NA	NA	NA	4	4	2	2	4	4	4	4	2	2	4	4	5	4	3	NA	NA	NA	2	3	NA	3	4
4034	1	1974	2	1	5	4	5	4	4	5	1	1	5	5	5	1	3	4	3	5	4	5	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	3	4	4	4	3	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	4	NA	NA	4	5
4035	2	1985	2	2	5	5	5	5	5	5	1	1	5	4	5	4	5	4	4	4	1	4	5	5	5	5	5	5	4	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	NA	4	4
4036	2	1961	2	2	4	2	2	2	2	4	4	3	5	4	4	5	4	3	3	1	2	4	5	5	5	5	4	3	5	NA	NA	NA	NA	NA	2	3	3	2	3	NA	4	4	4	4	4	3	5	5	4	NA	NA	NA	3	3	4	NA	4
4037	1	1967	2	2	4	3	3	3	2	3	3	NA	3	4	3	NA	5	4	3	NA	1	NA	5	4	4	3	3	4	NA	NA	NA	NA	NA	NA	2	4	NA	3	2	4	4	4	NA	4	4	4	5	5	3	NA	NA	NA	1	3	5	2	NA
4038	1	1954	2	2	4	4	5	4	2	4	3	3	4	4	5	3	3	4	4	4	3	5	5	4	4	5	5	4	4	NA	NA	NA	NA	NA	5	5	5	4	5	4	4	4	4	2	3	4	5	4	4	NA	NA	NA	4	4	3	3	4
4039	1	1965	2	2	4	2	4	1	3	2	3	1	3	4	1	3	4	3	1	3	3	2	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	4	4	3	4	4	5	4	4	4	4	4	5	4	4	4	NA	NA	NA	2	2	5	4	4
4040	1	1955	2	2	4	4	4	3	NA	3	5	NA	4	4	4	5	1	1	1	1	1	1	5	4	4	5	3	NA	NA	NA	NA	NA	NA	NA	4	4	3	NA	4	2	4	4	3	4	4	3	2	2	2	1	1	1	2	3	2	2	2
4041	2	1985	2	2	3	3	3	3	2	1	5	3	3	3	3	3	3	3	3	3	2	4	4	4	3	NA	2	2	3	NA	NA	NA	NA	NA	2	3	2	3	3	4	NA	NA	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4
4042	2	1970	2	2	4	4	2	4	4	3	5	NA	2	4	5	2	2	4	2	3	1	5	4	2	2	5	4	3	5	NA	NA	NA	NA	NA	5	4	4	5	4	5	5	4	4	5	5	5	5	5	5	NA	NA	NA	5	4	4	3	5
4043	2	1955	2	2	4	4	2	2	2	3	3	3	3	4	3	5	3	4	4	3	NA	3	3	4	3	3	NA	NA	5	NA	NA	NA	NA	NA	2	2	2	2	2	2	3	3	3	3	3	3	4	4	2	NA	NA	NA	3	2	5	3	3
4044	2	1956	2	2	4	2	3	1	1	2	3	1	2	5	1	4	3	1	1	1	1	2	4	5	4	4	3	2	NA	NA	NA	NA	NA	NA	3	3	3	3	3	3	4	3	3	3	NA	NA	5	5	5	NA	NA	NA	NA	3	3	2	4
