"ID"	"Gender"	"Age"	"Org_type"	"Role"	"info_work"	"info_org"	"info_vision"	"info_change"	"info_intracomm"	"info_mgmttrust"	"info_mgmttocow"	"info_cowtomgmt"	"org_openmind"	"org_intracommtrust"	"org_participation"	"org_gossip"	"org_discuss_mediaimage"	"org_discuss_news"	"org_discuss_meetings"	"org_email"	"org_discuss_socmedia"	"org_discuss_consumer"	"cow_com_dialogue"	"cow_com_criticism"	"cow_com_feedback"	"cow_com_checkinfo"	"cow_com_speakwell"	"rarversioncow_com_responsibility"	"extcomm"	"femcomm_performance"	"femcomm_mgmt"	"femcomm_opportunity"	"femcomm_support"	"femcomm_barriers"	"publicimage_competence"	"publicImage_responsibility"	"publicImage_openess"	"publicImage_efficiency"	"publicImage_credibility"	"publicImage_visibility"	"stakeholderimage_competence"	"stakeholderimage_responsibility"	"stakeholmderimage_openess"	"stakeholderimage_efficiency"	"stakeholderimage_credibility"	"stakeholderimage_visibility"	"mediaimage_correct"	"mediaimage_fair"	"mediaimage_nuance"	"socialmediaimage_correct"	"socialmediaimage_fair"	"socialmediaimage_nuance"	"mediaimage_feeling"	"mediaimage_workeffect"	"mediaimage_importance"	"mediaimage_reactions"	"mediaimage_fakenews"
1964	1	1967	1	2	4	4	5	4	2	2	5	2	1	4	4	4	5	4	4	4	4	4	5	5	4	4	5	5	NA	NA	NA	NA	NA	NA	4	2	4	2	2	4	4	2	4	1	2	4	4	4	4	4	3	2	2	2	5	4	5
1965	1	1985	1	2	4	4	4	4	1	2	4	2	4	4	4	3	4	5	4	4	3	4	4	4	5	5	4	4	4	NA	NA	NA	NA	NA	5	4	4	4	5	4	4	4	4	4	5	4	4	4	4	2	2	2	3	3	4	4	4
1966	1	1983	1	2	4	3	2	2	1	3	4	2	2	4	4	4	1	1	4	4	1	2	4	5	3	5	2	5	5	NA	NA	NA	NA	NA	4	4	2	2	4	4	4	5	2	2	5	4	2	2	4	NA	NA	NA	2	NA	4	2	2
1967	1	1973	1	2	5	5	5	5	5	NA	5	5	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	NA	5	5	5	5	5	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5
1968	1	1979	1	3	2	4	4	2	1	3	3	4	2	4	2	3	1	1	1	4	1	1	4	3	4	5	5	2	5	3	5	3	NA	NA	4	2	4	4	5	5	NA	NA	NA	NA	NA	NA	4	4	2	4	4	4	4	3	1	1	4
1969	1	1966	1	3	5	5	5	4	3	5	1	NA	4	5	4	2	5	5	4	4	5	5	5	4	5	5	5	5	5	2	2	2	2	2	4	5	5	4	4	5	4	5	5	4	NA	5	4	4	4	2	2	2	4	4	5	5	5
1970	1	1964	1	1	5	5	5	5	4	5	NA	NA	4	3	5	NA	4	4	4	3	3	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	NA	4	1	5	4	5
1971	1	1960	1	1	5	5	5	3	NA	2	2	1	2	4	2	4	2	2	2	2	2	2	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	5	3	4	3	4	3	4	4	4	3	5	4	4	4	4	4	4	4	1	5	5	4
1972	1	1971	1	2	5	4	4	4	4	4	1	3	NA	5	2	4	2	4	1	4	2	1	4	2	2	5	3	3	5	NA	NA	NA	NA	NA	4	4	4	4	4	5	4	4	4	4	4	4	5	5	5	NA	NA	NA	4	3	4	1	4
1973	1	1962	1	1	5	4	4	5	4	4	3	NA	4	4	5	NA	5	5	4	5	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	4	4	4	3	NA	4	5	5	4	4	5	4	2	2	2	NA	NA	NA	2	2	4	2	4
1974	1	1951	1	2	4	4	4	5	4	5	1	1	4	4	5	1	4	4	4	5	2	4	5	5	5	5	5	4	4	NA	NA	NA	NA	NA	4	4	4	4	4	5	5	4	4	4	4	3	4	4	4	NA	NA	NA	4	4	4	4	5
1975	2	NA	1	2	3	3	4	2	2	2	3	3	2	3	2	5	3	3	2	3	1	2	4	4	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	4	3	3	3	4	4	3	3	4	3	4	4	4	4	3	3	3	3	4	4	5
1976	1	1975	1	1	4	4	3	4	3	4	2	2	3	5	4	3	2	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	3	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3
1977	1	1962	1	2	4	3	3	4	1	2	3	3	2	3	5	4	2	3	3	3	1	2	5	5	4	3	3	4	2	NA	NA	NA	NA	NA	3	4	3	2	4	4	2	2	3	2	2	3	2	3	3	3	NA	3	3	3	3	NA	3
1978	1	1982	1	2	3	3	4	3	4	3	NA	1	2	4	2	1	2	4	4	4	NA	3	5	5	4	5	3	NA	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA
1979	1	1972	1	1	5	5	5	5	4	5	1	1	4	5	5	1	3	4	4	4	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	4	2	5	5	5	5	5	5	5	5	2	2	2	NA	NA	NA	2	NA	2	1	5
1980	1	1976	1	3	5	4	2	4	3	4	1	3	4	5	5	4	5	5	2	2	5	4	4	4	4	5	5	4	5	4	4	3	3	5	4	4	4	2	4	5	5	4	5	3	5	5	4	4	2	3	3	1	3	2	5	4	5
1981	1	1974	1	3	4	4	5	5	NA	5	1	2	5	4	4	3	4	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	NA	NA	5	5	5	4	5	5	5	5	5	4	4	5	4	4	4	2	2	2	2	2	4	2	5
1982	1	1961	1	2	4	4	5	4	2	3	5	1	1	5	2	5	1	2	4	4	2	5	4	5	5	5	5	5	5	NA	NA	NA	NA	NA	4	5	5	4	5	5	5	5	5	4	5	5	NA	NA	NA	NA	NA	NA	4	3	3	2	4
1983	1	1968	1	2	4	4	4	4	2	4	NA	2	4	4	4	NA	4	4	4	2	1	2	4	4	4	4	4	2	4	NA	NA	NA	NA	NA	4	4	2	2	4	4	5	5	4	4	5	4	4	4	4	NA	NA	NA	4	3	3	2	3
1984	1	1974	1	3	4	4	5	5	4	4	2	3	4	5	4	4	4	4	2	2	2	4	4	4	5	5	5	5	5	4	3	3	3	3	5	4	5	4	5	4	4	5	4	4	5	4	4	4	4	4	4	4	4	4	4	NA	5
1985	2	1964	1	3	4	3	1	4	3	4	3	2	3	4	4	2	4	4	3	2	2	2	5	NA	5	5	5	2	4	1	1	1	1	1	4	5	3	3	5	4	5	5	5	3	5	5	5	5	5	3	2	2	3	3	5	2	5
1986	2	1958	1	2	2	2	3	2	1	3	3	3	1	1	1	3	3	3	3	4	3	3	5	1	4	4	3	3	4	NA	NA	NA	NA	NA	2	4	4	2	3	4	3	3	2	1	3	3	4	4	4	NA	NA	NA	3	3	4	3	4
1987	2	1979	1	2	4	2	3	2	2	3	3	3	4	3	3	4	3	3	4	3	3	3	5	5	5	5	4	4	2	NA	NA	NA	NA	NA	2	2	2	2	2	2	4	3	2	3	4	2	3	4	3	3	3	3	3	3	3	3	3
1988	2	1961	1	2	3	3	2	2	1	3	2	3	2	4	4	3	2	1	3	4	1	2	3	4	2	4	4	2	NA	NA	NA	NA	NA	NA	2	4	2	1	4	3	4	4	3	3	4	3	3	2	2	NA	NA	NA	2	3	3	4	3
1989	1	1990	1	2	5	4	5	5	4	5	1	1	4	4	4	2	4	4	4	4	2	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	5	5	5	4	4	5	5	5	5	4	4	5	4	3	NA	NA	NA	NA	NA	NA	4	2	5
1990	2	NA	1	2	5	4	4	5	3	5	NA	NA	5	5	5	5	5	5	NA	NA	1	5	4	4	3	4	5	NA	5	NA	NA	NA	NA	NA	4	5	5	4	4	5	5	5	4	4	5	4	2	2	3	NA	NA	NA	3	3	1	3	5
1991	2	1961	1	1	4	4	4	5	4	5	2	2	4	4	5	2	4	4	4	3	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	4	3	4	2	2
1992	1	1967	1	2	4	2	2	2	2	2	4	3	2	4	4	4	3	4	2	4	4	5	5	NA	4	5	4	4	NA	NA	NA	NA	NA	NA	4	4	2	3	2	2	4	4	2	4	3	2	2	3	2	NA	NA	NA	2	3	4	4	5
1993	1	1957	1	2	4	3	2	2	1	4	1	1	2	5	5	3	3	4	3	3	2	5	5	2	4	4	4	5	4	NA	NA	NA	NA	NA	4	4	4	2	3	5	4	4	4	2	3	5	4	4	4	3	3	3	3	3	5	3	4
1994	2	1962	1	3	5	4	5	4	3	NA	1	1	3	NA	NA	3	3	3	3	NA	3	3	5	5	5	5	5	5	5	NA	NA	NA	NA	NA	5	5	5	5	4	5	4	5	NA	5	5	NA	5	4	4	NA	NA	NA	4	5	4	4	5
1995	2	1977	1	2	5	4	3	5	NA	5	1	NA	4	4	5	NA	NA	4	2	5	4	NA	5	4	4	4	3	4	NA	NA	NA	NA	NA	NA	3	2	3	2	NA	4	4	4	3	3	4	3	NA	NA	NA	NA	NA	NA	3	3	3	1	NA
1996	2	1951	1	1	4	4	5	4	3	5	2	2	5	4	4	3	3	3	2	3	2	5	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	4	3	5	4	5	5	4	4	5	4	4	4	4	NA	NA	NA	4	3	4	3	4
1997	1	1958	1	2	5	NA	4	4	NA	4	NA	NA	3	5	3	NA	4	4	4	3	1	4	4	5	4	5	3	NA	NA	NA	NA	NA	NA	NA	4	4	5	2	3	3	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	3	NA	4	4	4
1998	1	1959	1	1	4	4	4	3	3	4	NA	4	4	4	4	4	4	4	5	4	5	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	4	4	NA	3	4	4	4	4	NA	3	4	4	3	3	3	NA	NA	NA	3	4	4	3	4
1999	1	1977	1	3	5	4	5	5	4	5	1	1	5	5	5	1	5	5	5	3	5	4	4	4	4	5	5	5	5	1	2	NA	NA	2	3	4	3	3	4	4	4	4	4	4	4	5	4	4	4	NA	NA	NA	3	2	5	5	5
2000	2	1979	1	2	2	4	2	4	3	2	2	1	1	2	5	3	3	2	2	4	1	4	4	4	4	3	5	4	3	NA	NA	NA	NA	NA	4	4	5	4	5	5	4	4	5	4	4	5	4	2	4	3	3	3	2	3	3	2	3
2001	1	1956	1	3	4	2	5	2	3	3	4	4	2	4	4	4	4	3	5	4	4	4	5	3	4	4	5	4	5	5	5	5	4	5	4	4	5	3	4	5	4	5	5	4	5	NA	4	2	3	4	2	2	3	2	5	3	5
2002	2	1971	1	2	4	4	4	2	2	4	4	4	1	3	3	1	3	3	4	4	4	4	5	5	5	5	3	5	4	NA	NA	NA	NA	NA	4	4	5	5	5	5	5	5	5	5	4	5	5	5	NA	3	3	3	2	2	2	2	2
2003	1	1978	1	3	4	4	NA	2	2	4	2	2	3	4	4	3	5	5	4	2	4	4	4	4	4	5	3	4	5	3	3	3	3	3	4	4	4	2	4	4	4	4	4	2	4	4	4	2	2	2	4	2	2	2	4	4	4
2004	1	1953	1	2	4	4	4	3	3	3	4	5	2	2	2	5	1	1	4	2	1	4	4	4	4	4	3	3	4	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	NA	NA	NA	2	3	4	4	4
2005	1	1964	1	2	4	3	3	3	3	NA	3	3	1	5	NA	NA	NA	NA	NA	NA	3	NA	5	3	NA	5	NA	4	5	NA	NA	NA	NA	NA	4	5	5	4	4	5	NA	4	4	4	4	4	5	NA	NA	NA	NA	NA	3	3	3	3	3
2006	2	1952	1	2	5	4	2	3	2	5	5	3	3	3	5	3	4	4	2	1	4	5	4	4	5	5	4	3	3	NA	NA	NA	NA	NA	4	4	4	2	4	4	3	4	3	3	4	3	4	3	4	3	3	3	3	3	5	2	NA
2007	1	1961	1	3	5	5	5	4	3	5	1	1	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	NA	NA	5	4	4	3	4	4	5	5	4	3	5	4	4	4	3	3	3	3	4	3	5	3	5
2008	1	1958	1	2	5	5	5	5	NA	5	1	3	5	5	5	3	4	4	5	5	4	4	5	4	5	5	4	5	5	NA	NA	NA	NA	NA	2	2	4	2	4	5	4	4	4	3	5	5	4	2	2	3	3	3	2	2	5	3	5
2009	2	1976	1	2	5	4	4	4	3	4	4	4	4	5	4	4	4	4	4	2	1	4	5	4	3	5	5	5	4	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	5	4	5	5	2	2	2	3	2	3	4	3	4	3	4
2010	1	1974	1	2	4	NA	2	4	4	4	NA	NA	5	5	4	NA	4	4	4	5	5	5	4	4	4	4	3	3	NA	NA	NA	NA	NA	NA	4	4	4	3	3	4	4	3	3	3	3	4	4	4	3	4	4	3	2	2	4	4	4
2011	2	1956	1	2	5	5	5	5	4	5	1	1	5	5	5	1	4	4	4	4	3	3	4	4	4	5	5	4	5	NA	NA	NA	NA	NA	5	5	4	5	5	5	5	5	4	5	5	4	4	4	4	NA	NA	NA	4	4	4	2	5
2012	1	1973	1	2	5	5	4	5	NA	5	2	1	3	5	5	NA	2	4	3	3	4	4	5	4	4	4	4	4	NA	NA	NA	NA	NA	NA	5	5	4	4	5	4	5	5	4	4	5	4	4	4	NA	NA	NA	NA	3	3	3	2	4
2013	1	1977	1	1	4	3	4	3	3	5	3	3	4	5	5	3	4	4	3	3	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	4	5	4	4	4	4	5	5	5	2	3	4	4	5
2014	2	1970	1	1	4	4	4	4	2	4	NA	NA	4	5	5	1	3	3	4	4	2	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	3	4	4	3	4	5	3	4	4	3	4	5	4	4	4	NA	NA	NA	4	3	3	2	2
2015	1	1969	1	2	5	4	5	5	3	4	NA	NA	2	4	4	NA	2	4	3	5	1	4	4	5	4	5	3	5	5	NA	NA	NA	NA	NA	4	4	5	2	4	5	5	4	4	4	4	4	5	4	4	4	4	4	NA	3	5	5	4
2016	2	1950	1	2	5	4	3	3	3	4	4	3	3	4	4	3	4	4	3	3	3	3	4	4	2	5	4	3	5	NA	NA	NA	NA	NA	4	4	5	3	4	5	4	4	5	4	5	5	4	4	4	NA	NA	NA	4	3	3	3	4
2017	2	1994	1	2	5	4	4	4	2	2	5	5	1	3	4	5	4	4	5	3	4	2	5	5	4	5	1	4	1	NA	NA	NA	NA	NA	4	1	1	1	4	5	4	4	4	2	5	5	2	4	4	2	2	5	2	1	4	5	5
2018	1	1958	1	1	5	5	5	5	4	5	1	1	4	5	5	3	5	5	4	5	4	4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	5	5	5	5	5	5	5	5	5	5	5	5	3	2	2	2	2	3	4	2	5	5	5
2019	2	1987	1	2	5	3	3	2	2	5	NA	NA	4	4	5	2	4	5	5	4	3	5	5	5	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	4	2	5	5	4	5	5	3	5	5	4	2	4	NA	4	4	4	4	5	5	5
2020	1	1966	1	2	4	4	4	4	3	4	NA	NA	4	4	4	NA	4	4	4	3	3	4	5	4	4	4	4	4	4	NA	NA	NA	NA	NA	5	4	NA	4	4	5	3	3	3	3	3	3	4	3	3	NA	NA	NA	4	4	4	2	4
2021	1	1979	1	2	4	5	4	4	4	4	2	1	4	5	4	2	5	4	2	2	2	4	4	5	5	5	4	4	NA	NA	NA	NA	NA	NA	4	4	4	3	4	5	4	4	4	4	4	5	2	4	5	4	4	4	4	3	4	2	4
2022	1	1979	1	3	4	4	4	4	4	5	1	1	5	5	5	2	5	5	5	2	5	5	4	4	5	5	5	5	5	2	2	1	NA	NA	4	4	5	4	4	5	4	5	5	4	5	5	2	2	2	2	2	2	2	5	4	5	5
2023	1	1965	1	2	5	4	5	5	4	5	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	5	5	5	5	NA	NA	NA	NA	NA	5	4	5	5	4	NA	5	5	5	5	4	4	4	4	NA	NA	NA	NA	2	3	4	4	4
2024	1	1959	1	1	4	4	4	4	4	5	NA	NA	5	5	4	NA	3	3	4	4	3	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	3	2	2	3	3	2	2	2	2	2	3	2	2	2	NA	NA	NA	3	1	5	3	3
2025	1	1980	1	3	5	4	4	2	2	5	1	1	4	5	5	2	5	4	2	2	4	1	5	4	4	5	5	4	2	4	4	4	NA	5	4	5	5	2	NA	5	4	5	4	2	NA	4	4	2	NA	NA	1	1	4	1	5	4	5
2026	1	1959	1	2	2	4	4	4	4	5	1	1	4	2	4	3	4	3	4	4	3	4	4	4	3	5	3	5	2	NA	NA	NA	NA	NA	3	5	3	2	5	5	4	4	5	3	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2027	2	1962	1	2	4	2	4	2	2	2	4	2	4	4	5	4	2	4	4	2	2	5	5	4	4	3	4	2	5	NA	NA	NA	NA	NA	4	4	2	2	3	5	5	5	5	4	5	2	4	4	2	2	2	2	2	3	4	2	5
2028	1	1979	1	2	4	4	4	4	4	4	4	3	5	5	3	3	3	4	4	4	4	4	5	4	5	5	4	4	4	NA	NA	NA	NA	NA	5	5	4	4	5	5	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2029	1	1987	1	2	4	4	4	4	4	4	3	4	4	4	4	5	3	4	4	4	4	4	5	4	4	4	4	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4
2030	1	1975	1	2	4	5	5	NA	NA	3	4	4	2	4	3	4	3	4	4	3	3	3	4	3	4	4	3	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	2	2	2	2	2	2	4	4	4	4	4	4	2	2	5	3	3
2031	2	1982	1	2	4	2	4	2	3	4	3	2	4	5	4	4	4	3	4	4	3	4	5	5	5	4	4	4	5	NA	NA	NA	NA	NA	4	3	4	4	3	4	4	5	5	4	5	4	5	4	3	4	4	3	4	3	4	3	5
2032	1	1977	1	1	3	2	4	3	2	4	1	NA	4	5	5	5	4	3	2	3	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	2	2	3	3	4	4	4	4	4	3	4	3	3	4	4	3	4	3	2	4	4
2033	1	1965	1	1	5	4	5	2	2	NA	NA	NA	NA	NA	4	NA	4	4	4	5	5	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2034	1	1965	1	2	5	5	4	5	4	5	2	1	5	5	5	4	4	4	4	5	1	5	5	4	4	5	4	5	4	NA	NA	NA	NA	NA	4	4	4	4	4	5	4	4	4	4	4	5	4	4	5	NA	NA	NA	4	4	4	4	5
2035	2	1952	1	2	5	5	5	3	3	NA	4	2	2	5	4	4	4	2	4	2	1	5	5	5	4	5	5	3	NA	NA	NA	NA	NA	NA	3	5	5	3	3	4	4	4	5	3	4	5	2	2	1	1	1	1	NA	3	4	5	5
2036	1	1959	1	2	3	2	2	4	2	2	3	1	4	4	3	4	1	1	2	2	3	4	3	3	4	4	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	3	NA	NA	NA	3	3	3	1	3
2037	1	1954	1	2	5	4	5	5	4	5	5	5	3	4	4	4	3	3	4	4	2	2	4	4	4	5	4	5	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	2	NA	NA	2	3	4	2	4
2038	1	1974	1	2	4	5	4	3	5	5	5	5	4	3	4	1	1	1	2	1	1	3	5	5	5	5	4	5	5	NA	NA	NA	NA	NA	4	4	4	NA	3	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4
2039	1	1980	1	2	4	4	5	2	2	4	3	3	4	4	4	4	4	2	2	2	2	4	4	4	3	5	5	5	5	NA	NA	NA	NA	NA	4	5	4	2	4	5	5	5	4	4	5	4	2	2	2	4	2	2	2	3	5	5	NA
2040	2	1983	1	2	5	4	5	5	4	5	1	1	5	5	3	NA	5	5	5	5	1	5	5	5	4	5	5	NA	NA	NA	NA	NA	NA	NA	5	5	4	4	5	5	5	5	5	5	5	5	4	4	4	NA	NA	NA	3	3	5	4	5
2041	1	1960	1	2	4	2	1	4	2	4	1	2	2	2	3	3	3	4	2	2	1	3	4	4	4	3	4	3	1	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	NA	NA	4	3	4	5	5
2042	2	1977	1	3	5	4	4	5	4	5	2	2	5	5	5	1	3	3	1	NA	4	2	4	5	4	5	4	5	4	1	2	2	NA	5	5	5	5	4	5	4	4	5	5	5	5	5	5	5	5	4	4	4	5	3	5	2	5
2043	1	1987	1	2	5	4	4	5	5	4	NA	NA	4	5	5	4	2	1	2	5	2	3	4	5	4	3	4	4	NA	NA	NA	NA	NA	NA	4	4	4	2	4	4	4	4	4	4	4	4	3	4	4	4	4	4	5	4	4	5	5
2044	2	1953	1	2	4	4	3	4	4	4	3	3	4	4	5	3	4	4	4	3	3	4	5	5	5	5	4	4	3	NA	NA	NA	NA	NA	4	4	4	2	4	4	5	5	5	5	5	5	4	4	4	NA	NA	NA	4	3	4	2	4
2045	1	NA	1	2	4	4	3	2	2	5	1	1	4	5	4	2	4	4	5	5	2	4	2	4	4	5	2	3	5	NA	NA	NA	NA	NA	4	5	5	2	2	5	5	5	2	5	5	5	1	1	1	4	2	2	2	3	3	4	4
2046	1	1957	1	2	3	3	3	3	1	4	NA	NA	3	3	4	4	5	5	4	4	4	4	5	5	4	5	NA	5	3	NA	NA	NA	NA	NA	2	2	3	3	2	5	2	2	2	2	2	5	3	3	3	NA	NA	NA	1	1	3	5	5
2047	1	1965	1	2	5	5	4	4	3	4	2	2	4	5	4	NA	4	4	4	5	4	2	5	4	4	5	5	4	5	NA	NA	NA	NA	NA	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4
2048	1	1971	1	2	2	2	2	2	2	2	4	3	2	3	3	3	3	3	3	3	3	3	4	4	4	4	2	4	4	NA	NA	NA	NA	NA	3	3	4	3	4	4	2	2	4	2	2	4	4	4	4	NA	NA	NA	3	3	4	3	3
2049	1	1968	1	2	4	4	2	4	NA	4	4	4	1	4	4	NA	4	4	3	1	4	NA	5	5	5	5	NA	5	NA	NA	NA	NA	NA	NA	4	5	5	4	5	5	5	4	5	4	5	4	4	5	4	2	2	2	2	3	3	4	5
2050	2	1978	1	2	5	5	3	4	3	5	1	1	5	5	4	3	3	5	3	5	5	4	5	4	4	5	4	4	NA	NA	NA	NA	NA	NA	3	3	4	4	4	4	4	4	4	NA	4	4	4	2	2	NA	NA	NA	3	2	1	3	2
2051	2	1968	1	3	4	5	5	4	3	5	NA	NA	4	5	4	NA	5	5	4	5	5	2	5	4	4	5	5	5	5	NA	NA	NA	NA	NA	4	4	4	2	4	5	NA	NA	NA	NA	NA	NA	4	4	4	NA	NA	NA	4	3	2	2	5
2052	1	1979	1	2	4	4	4	5	4	4	2	2	4	4	2	4	1	1	2	4	2	2	4	5	4	4	4	4	5	NA	NA	NA	NA	NA	4	4	4	4	4	4	2	2	5	4	4	4	2	2	2	4	2	2	2	2	4	4	4
2053	2	1951	1	1	5	4	5	5	4	5	1	1	4	5	4	1	NA	3	4	2	1	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	5	4	3	5	5	5	5	4	5	5	4	4	4	4	NA	NA	NA	3	3	4	2	4
2054	2	1976	1	2	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	NA	NA	NA
2055	1	1966	1	2	2	4	4	4	3	3	3	2	2	3	4	4	4	4	3	3	3	5	5	4	5	5	4	5	3	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5
2056	2	1961	1	1	2	2	3	3	2	3	3	2	2	4	4	4	2	2	2	1	1	2	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	3	2	1	2	3	NA	3	3	3	3	3	2	2	2	1	NA	NA	NA	2	3	3	2	4
2057	2	1965	1	2	1	1	1	1	1	1	5	1	1	1	1	5	1	1	4	1	1	1	5	5	4	5	5	3	1	NA	NA	NA	NA	NA	3	4	2	2	3	2	5	5	4	5	5	4	4	4	4	4	4	4	2	1	5	2	5
2058	1	1959	1	2	4	4	4	3	3	5	1	3	2	3	4	3	4	4	3	4	4	4	4	4	4	4	3	4	5	NA	NA	NA	NA	NA	4	4	4	3	5	5	2	4	3	3	4	4	4	4	4	NA	NA	NA	3	4	4	4	5
2059	1	1986	1	2	5	5	4	5	5	4	5	5	4	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	3	NA	NA	NA	NA	NA	4	4	4	4	4	4	4	4	4	NA	4	4	5	NA	5	NA	NA	NA	NA	NA	NA	NA	NA
2060	2	1970	1	2	3	3	4	5	3	5	3	5	3	4	4	4	3	4	2	4	3	4	4	5	4	4	2	4	NA	NA	NA	NA	NA	NA	3	2	2	1	2	4	3	3	2	1	NA	4	3	3	4	2	2	2	2	2	4	4	4
2061	1	1979	1	2	NA	NA	NA	NA	NA	NA	NA	NA	4	5	5	NA	2	2	2	2	2	2	5	5	4	5	4	4	NA	NA	NA	NA	NA	NA	4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	NA	NA	NA	2	NA	4	1	4
2062	2	1972	1	1	4	4	4	4	2	4	NA	4	4	5	4	4	5	4	4	1	4	3	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	3	5	4	4	4	5	5	5	4	4	5	3	4	4	4	4	4	4	4	4	4	3	5
2063	1	1964	1	2	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	NA	2	2	2	5	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2064	1	1973	1	3	5	5	2	5	2	4	3	3	4	5	5	5	5	5	1	4	4	5	4	4	5	5	5	5	4	3	2	3	NA	3	4	5	5	2	4	2	5	5	4	4	5	4	2	4	2	4	2	2	4	4	4	3	5
2065	3	1983	1	2	5	4	4	5	4	4	3	2	4	4	5	2	5	5	5	5	5	5	5	5	5	4	3	5	4	NA	NA	NA	NA	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4
2066	2	1981	1	2	5	4	3	4	2	4	4	4	3	5	4	3	3	4	4	4	3	3	4	4	5	5	4	4	3	NA	NA	NA	NA	NA	2	3	3	1	3	3	4	3	2	2	3	4	4	2	1	2	2	1	2	3	4	4	5
2067	1	1964	1	3	5	5	5	5	4	5	1	1	4	5	4	2	5	5	4	4	3	4	5	4	4	5	5	4	5	1	1	1	1	1	4	4	3	2	5	5	5	5	3	3	5	4	4	4	4	2	2	2	4	3	5	2	4
